iteration,loss_generator,loss_discriminator,grad_mag_generator,grad_mag_discriminator,mmd_linear_n5000,mmd_poly_n5000,mmd_rbf_n5000
0,-0.4810259401450946,-10.602559090858373,0.4775362833782944,7.802524566650391,47.18340960235965,3161.837588198097,0.9652751116059397
1,-0.5122831823429278,-11.242407625392715,0.5033642799092867,17.417530059814453,,,
2,-0.1689908397083541,-10.14165361602948,0.2676026175714826,30.824508666992188,,,
3,-0.2757670083047149,-11.311769313289778,0.3424558291557706,17.742000579833984,,,
4,-0.0770958657361437,-12.15257920947936,0.2382454723800807,46.597049713134766,,,
5,-0.555108164278071,-11.73025190123158,0.6137734775110539,18.395336151123047,,,
6,-0.9250076613116908,-10.739082268673288,0.8039127429870212,31.331058502197266,,,
7,-0.787078192571103,-11.859484005875318,0.8611303771423818,14.572080612182615,,,
8,-0.8321539955106867,-10.57084201503889,0.8032375911302145,25.80973243713379,,,
9,-0.9477359514750752,-11.635933318094784,1.187740808388918,4.388939380645752,,,
10,-1.1742523476111857,-11.254183843277907,1.2777487774982188,4.334690570831299,,,
11,-1.4413127371757324,-11.008593759640972,1.599416048555493,12.879321098327637,,,
12,-1.891040580609881,-10.667342691680592,1.9274331220495828,16.364898681640625,,,
13,1.540698183978039,-10.039559683977089,4.784758495943023,12.262916564941406,,,
14,-0.953079555732948,-11.015526882037737,0.9143418847935392,7.036794662475586,,,
15,-1.486499792792606,-10.405987821165088,0.8494943981794105,6.565432548522949,,,
16,-1.5884883263158232,-11.45046669485629,2.432360108841588,4.024108409881592,,,
17,-1.323549401383753,-10.921614155220862,1.5345721933496357,6.540895462036133,,,
18,-0.7951617591461795,-11.004891249903345,1.178689532745699,10.784611701965332,,,
19,-0.080743770977193,-10.50839434671385,2.871187013068337,26.592670440673828,,,
20,-1.4132530544134276,-10.0744635422618,1.279081164074268,25.519792556762695,,,
21,-0.4479014756490722,-10.616434117213306,0.7743956043552771,28.417810440063477,,,
22,-1.1981274041352448,-11.193510381319976,1.8046951892017693,4.4485955238342285,,,
23,-0.6145300285431419,-10.67569876898108,1.864394695596572,4.846381187438965,,,
24,0.0230505286000863,-10.046009791121584,1.9036132268039552,11.4388427734375,,,
25,-0.3801124802006166,-10.157407586364762,1.03976431108029,9.455087661743164,,,
26,-0.938654171367436,-10.581154203875432,1.0984476440624,5.679624557495117,,,
27,0.0104393075573712,-10.535726388738231,2.573578695706638,12.383451461791992,,,
28,-0.5047883335919794,-10.376840631961304,1.695848445440415,13.10644245147705,,,
29,-2.5301356896789766,-10.3174911601132,1.7586289498700554,17.8409366607666,,,
30,-0.9218712076034066,-10.473051258489654,0.483174121274586,13.15984344482422,,,
31,-2.356517765357646,-10.760505300734884,2.510572312012819,14.985037803649902,,,
32,-1.2721450172829611,-10.349728231654485,0.7963948904552235,5.441267490386963,,,
33,-0.2264011295819909,-10.230264668458302,1.2226790460391306,21.067588806152344,,,
34,0.9280189081548889,-10.229539008551884,2.646389498991826,11.263476371765137,,,
35,-0.7471756275421738,-9.931671773482394,2.6561918550671724,20.7069091796875,,,
36,-1.2199992870846237,-10.655610369801316,0.982797283368806,6.265466690063477,,,
37,-1.7719314528234524,-10.790993640949427,1.490592650321801,4.6006011962890625,,,
38,-1.3095042713316714,-9.916409993611424,1.2398508957337455,17.017051696777344,,,
39,-1.385489984877406,-10.235640454355076,0.7399986883694222,3.5082080364227295,,,
40,-0.3704938536100498,-10.740865466905692,1.5652246730233144,7.367671012878418,,,
41,-1.8013719511609667,-10.20224434996387,1.144895271349376,14.856468200683594,,,
42,-0.1738880887987769,-9.77491369644155,1.8954649465849485,14.10803508758545,,,
43,-1.5512813616106658,-9.741419454973414,0.7129855626238917,6.393004417419434,,,
44,-1.3728062036281132,-9.94397637006758,0.7196415477492905,6.270283222198486,,,
45,-1.6002176366397518,-10.53751274112705,1.9234284534095687,19.562255859375,,,
46,-0.7588503158912442,-10.186990791516774,0.8670450169352433,6.4327521324157715,,,
47,-0.34058512213863,-10.119635488212896,1.5341530187343038,6.547369956970215,,,
48,-1.234018022842617,-10.532423266994948,1.25219586617383,5.653475284576416,,,
49,-1.7492676716096391,-10.273178729668151,1.0865740113393971,7.560140132904053,,,
50,0.3518986185682092,-8.929050721478278,1.2663900337861689,26.055952072143555,,,
