iteration,loss_generator,loss_discriminator,grad_mag_generator,grad_mag_discriminator
0,0.16041713280469086,1.1340192051910107,0.8676641164080542,13.489686965942383
1,0.1874347357265641,-0.14241420318821663,0.6562753152104742,1.5456725358963013
2,0.30929941091755087,-0.5785619705524951,0.7840799704613627,1.8549647331237793
3,0.47538741621520325,-0.9567040135722539,0.48668877413421596,1.4035732746124268
4,0.7166814162666624,-1.1747577916571907,0.5843481691667743,1.528249740600586
5,0.9022936905235341,-1.070303403527621,0.47478640643232,4.068087100982666
6,0.8132680078635424,-1.1522973653334443,0.42634104093781605,2.3861958980560303
7,0.8313295830509149,-1.1639565583346472,0.3772814916571771,2.2411932945251465
8,0.8946857255300243,-1.1299545210939639,0.4189492211448316,2.5006539821624756
9,0.6946956767443202,-1.213385970105703,0.2714713153021545,1.363326907157898
10,0.8312609294156368,-1.1988070299824145,0.2860168188748214,2.1500489711761475
11,0.6827026465398849,-1.1934878277775416,0.23616095684405866,2.3048760890960693
12,0.6625099144449806,-1.177989238715491,0.2933763468160268,2.030937910079956
13,0.6879512270743309,-1.1759859303596454,0.19683706155549882,2.7051126956939697
14,0.563616658265553,-1.199780701873219,0.22963946919846112,2.6960415840148926
15,0.6409610638944658,-1.2649029828533402,0.2686206313337501,0.8286118507385254
16,0.6664025089158055,-1.263339665130373,0.20973033488882106,0.7969250679016113
17,0.6578708267884334,-1.228286821642392,0.17298695256137558,0.9752093553543091
18,0.6555383305939138,-1.2778299030922193,0.2344352488917496,0.7757488489151001
19,0.6819772378032707,-1.2003057396551948,0.20108259348629826,1.9605703353881836
20,0.7081522258374416,-1.2132579879173169,0.22659795739448654,0.5476468801498413
21,0.6486944889566599,-1.1976756291860273,0.17437279762832367,1.8680888414382935
22,0.7087946128020721,-1.190566612933648,0.23797304658808863,0.7064104080200195
23,0.7594137338863751,-1.236943934447978,0.21201927399755796,1.5483415126800537
24,0.7159702617235564,-1.1994010484654507,0.2514431192120952,1.623529314994812
25,0.8391932998738908,-1.2181035266828366,0.22501391119897868,0.7797870635986328
26,0.7564021755725969,-1.2014836385667707,0.13897190008588486,0.7891849875450134
27,0.7876852100097087,-1.2044359873189217,0.1437272828542704,1.4616436958312988
28,0.8012820338998472,-1.2082501566062855,0.13017463833021514,0.5448734164237976
29,0.8228606123004949,-1.2319716464248587,0.1307119722292187,1.0960506200790405
30,0.7411316365166046,-1.1832609208054041,0.11797984264592201,0.5499755144119263
31,0.8304022255353527,-1.221672872740376,0.1917485423520132,0.6624307632446289
32,0.8044408503783351,-1.156725140984046,0.19361543045251847,2.3358054161071777
33,0.7604314151909906,-1.1454523389262317,0.15387934420271546,2.6895852088928223
34,0.7596151618775111,-1.206179164726275,0.14622874585681297,0.5837316513061523
35,0.7108129789507862,-1.2202669784088849,0.15745257568494803,0.4289166033267975
36,0.7653066229604331,-1.1836331179267645,0.1560971529101723,1.2284181118011475
37,0.7744710199878435,-1.234951637606969,0.16509249022572794,0.8588724732398987
38,0.7950872962644157,-1.1774469296472416,0.1373085311987893,0.7456481456756592
39,0.8209089281088394,-1.1817525269188045,0.1858602373312495,2.6621828079223633
40,0.7842976527155952,-1.2048814517200899,0.1527627169397976,1.453160285949707
41,0.7748885648053978,-1.1722591307537722,0.18038023515165952,2.3499975204467773
42,0.7724488331273693,-1.1957481430091377,0.1596568871522815,1.4485993385314941
43,0.6971251117724273,-1.1753708233596178,0.18622886371696307,2.065037250518799
44,0.7926505491965146,-1.1965349951902342,0.1204445354295814,1.5317691564559937
45,0.7852692905132166,-1.2203517799486956,0.19229224187437738,0.8818767666816711
46,0.7890831853932398,-1.1747839988646562,0.07426522366069378,0.384199857711792
47,0.8962396325412157,-1.139958203967867,0.17481526890761706,3.620471239089966
48,0.778575439550891,-1.1918380519897656,0.09735013116841489,0.9623178243637085
49,0.834378856000856,-1.1060263643958292,0.15155997665822302,3.3636584281921387
50,0.8292953994046206,-1.1826790721011562,0.16229115082124304,1.6927998065948486
51,0.8278202063147726,-1.1742041923262712,0.14736807204170024,1.1378343105316162
52,0.7889644081091729,-1.2150527832515698,0.1721092544125659,0.7018723487854004
53,0.8149684399517962,-1.1644064973158503,0.16678561941152345,2.254396677017212
54,0.8775797348796656,-1.1873074294756576,0.18308471644365604,1.6829750537872314
55,0.836764456603406,-1.1684309222075338,0.14105113852550724,0.48967495560646057
56,0.7995530553805359,-1.172244848852228,0.1885471259788024,1.9621424674987793
