iteration,loss_generator,loss_discriminator,grad_mag_generator,grad_mag_discriminator,mmd_linear_n5000,mmd_poly_n5000,mmd_rbf_n5000
0,9.142892821054952,-9.343243582641684,35.04371470133657,24.302536010742188,152.22350472763748,49158.893176614525,1.0002008011943653
1,16.12963352042928,-16.067954371237697,64.0209256630992,25.96452522277832,,,
2,13.41800002406926,-15.745451625803645,57.37003126284607,32.116790771484375,,,
3,13.899020833825569,-14.78443015563597,69.95269025588807,22.495027542114254,,,
4,11.582491118131664,-14.70817200183464,66.77477580203295,9.397100448608398,,,
5,11.851076539034649,-13.711595249558387,81.31031453536892,8.225114822387695,,,
6,9.411437483978082,-14.25226534082846,68.9205114679994,12.828991889953612,,,
7,6.1574247107692965,-11.970825598202806,41.68735410786903,6.94447135925293,,,
8,3.4659630177904033,-11.62691102853146,38.34236512162385,7.565124034881592,,,
9,2.309221681079095,-11.037706498845708,35.316343261442675,5.699827671051025,,,
10,3.987089350432083,-10.990625406272436,119.82673501697224,8.595904350280762,,,
11,1.238658127056835,-10.246327979507791,29.525174601410708,8.801236152648926,,,
12,0.37216112062375,-10.997111004654222,30.30640290586197,5.1515583992004395,,,
13,0.624659241109324,-10.997521961665178,15.025947321596991,9.870183944702148,,,
14,0.5402560015004914,-10.424866234767256,15.581872794983363,5.102417469024658,,,
15,0.7367032869337966,-10.80165936130441,14.883789403525247,16.384511947631836,,,
16,0.0611203358453457,-10.817760917597068,11.245409733558166,5.976761817932129,,,
17,0.0116398467752046,-10.545757893390824,13.212807167154908,4.263996124267578,,,
18,-0.8114203341948475,-10.342962013049831,17.12702186218892,15.591841697692873,,,
19,0.0426571388158571,-9.781729306142344,30.459182630333014,4.186629295349121,,,
20,-0.8872530438235222,-10.282251031923565,19.49342472394879,4.005762100219727,,,
21,0.5999316798857994,-9.611283246770777,12.264465485804848,25.310022354125977,,,
22,-0.3473920037999414,-10.27291577127768,12.100533265265202,11.133444786071776,,,
23,-1.1041055314825896,-9.488290821485515,31.18786680110348,5.30235481262207,,,
24,-1.231082726134903,-9.945974278392356,20.169296040911252,4.4874749183654785,,,
25,-0.9166119171182312,-9.734742484496644,12.244125628055512,11.91435432434082,,,
26,-0.5892026474256731,-9.943569276126526,12.6743482182149,5.918467998504639,,,
27,-0.1390109378412825,-9.904940727374829,15.328799427100789,3.720777750015259,,,
